max_temperature,min_temperature,humidity,wind_speed,risk_level
39.1,32.3,64.1,6.7,1
43.6,41.6,36.8,10.4,2
29.7,22.4,21.9,1.8,0
26.9,17.9,85.4,12.7,0
25.1,15.5,20.3,13.4,0
28.5,19.5,23.9,5.9,0
43.7,34.1,61.1,14.4,2
34.0,31.9,23.5,14.3,0
25.8,19.2,25.0,11.2,0
45.9,36.0,26.5,11.8,2
38.4,30.5,52.6,8.8,1
39.1,34.9,73.8,22.6,1
29.8,20.1,47.5,8.1,0
43.4,37.5,64.1,12.6,2
36.6,30.0,22.7,11.6,0
48.0,39.0,21.4,20.7,2
33.7,24.9,41.4,21.8,0
25.4,22.0,86.6,3.2,0
36.6,33.3,24.3,17.3,0
41.8,33.0,83.5,22.9,2
41.5,39.1,62.6,6.4,2
44.2,40.1,50.2,7.5,2
38.4,31.5,47.8,15.9,1
41.5,37.2,48.8,21.4,2
28.0,19.3,55.4,0.2,0
25.1,22.4,20.9,17.4,0
30.3,27.8,51.1,4.8,0
37.8,31.7,26.8,18.9,0
31.0,27.5,33.3,4.5,0
33.1,28.9,66.4,13.6,0
30.6,24.4,74.6,22.6,0
41.1,32.2,89.8,18.0,2
31.7,22.1,44.0,3.0,0
37.3,30.3,57.7,10.5,0
45.4,36.0,68.9,1.3,2
25.5,18.3,26.0,24.7,0
38.2,31.3,65.1,6.7,1
40.2,32.1,35.1,23.9,2
48.9,43.0,60.5,7.1,2
28.2,26.0,65.0,9.7,0
48.0,39.8,87.1,24.3,2
33.7,26.5,56.8,16.2,0
37.6,30.5,74.1,11.5,1
27.5,23.0,27.7,23.2,0
30.6,26.4,29.5,4.8,0
26.4,22.3,39.7,6.4,0
38.4,33.5,21.2,16.7,1
40.8,31.5,55.5,17.9,2
47.6,40.0,27.6,23.5,2
29.4,21.2,86.6,18.5,0
49.8,43.4,24.6,21.5,2
49.0,46.7,37.5,21.0,2
37.2,27.5,23.3,9.0,0
35.0,27.8,75.3,20.7,0
37.2,28.6,60.4,2.0,1
26.0,17.2,47.2,16.2,0
37.0,29.5,79.5,23.1,1
39.9,35.6,72.5,10.9,1
25.6,16.5,50.4,20.5,0
25.3,23.0,46.9,21.6,0
27.5,24.1,80.2,4.7,0
39.4,36.3,69.4,24.7,1
32.8,26.3,35.4,14.1,0
30.9,25.6,42.5,24.7,0
42.3,33.9,87.0,14.5,2
49.5,40.6,64.1,10.2,2
39.5,33.6,48.3,16.5,1
33.0,26.2,50.2,6.3,0
32.9,25.1,61.4,9.6,0
32.0,27.5,32.1,10.4,0
45.7,40.2,73.2,16.6,2
33.5,26.2,74.2,1.4,0
30.0,26.6,57.4,16.6,0
42.7,38.9,45.8,15.7,2
48.8,40.9,40.3,2.4,2
46.4,36.7,56.2,21.1,2
32.3,26.7,58.2,23.0,0
47.3,44.0,83.2,11.0,2
49.7,47.2,79.2,20.3,2
36.1,32.3,40.2,12.4,0
45.9,40.9,33.2,23.5,2
37.5,35.1,26.2,16.6,0
27.2,24.9,51.6,2.3,0
25.2,17.4,32.2,24.1,0
37.3,29.0,24.6,7.8,0
36.4,34.3,27.4,15.7,0
26.7,18.8,57.0,0.4,0
26.6,22.6,81.4,2.3,0
31.0,27.6,68.1,4.2,0
27.9,24.5,61.2,6.4,0
25.2,15.9,77.5,6.2,0
44.7,39.8,31.3,8.9,2
40.9,37.8,81.6,14.5,2
36.7,30.6,30.3,7.2,0
41.1,36.8,86.5,8.1,2
26.9,22.7,71.9,23.0,0
35.7,30.2,26.9,22.6,0
40.9,36.8,33.7,22.8,2
48.6,43.6,51.0,12.2,2
26.1,24.1,87.4,2.6,0
37.9,33.8,68.1,15.1,1
42.4,37.3,21.0,12.8,2
30.6,28.2,82.2,21.1,0
34.4,27.8,59.7,13.4,0
45.1,39.7,58.0,1.8,2
34.4,27.7,63.2,3.0,0
43.2,37.8,59.7,3.9,2
42.9,36.6,51.7,0.7,2
46.0,42.5,49.7,19.6,2
33.9,31.2,75.4,23.2,0
43.3,36.3,61.8,11.1,2
48.8,43.6,83.7,12.3,2
37.1,32.6,75.5,15.7,1
25.4,22.6,42.3,18.3,0
35.3,26.4,65.9,6.2,0
36.9,33.6,35.7,6.0,0
36.7,29.0,26.5,16.6,0
29.4,23.4,55.0,20.4,0
36.2,29.8,65.1,13.6,1
48.5,40.6,48.2,18.6,2
43.9,35.1,88.1,24.9,2
48.5,39.6,37.4,0.1,2
33.3,29.7,67.6,14.6,0
45.0,39.0,82.1,24.6,2
49.6,45.8,86.0,14.7,2
45.4,38.1,72.6,20.4,2
35.0,31.0,23.9,13.1,0
30.4,26.9,22.2,15.0,0
39.6,30.1,68.6,15.0,1
43.2,36.5,33.2,16.6,2
27.1,23.0,35.7,7.7,0
40.6,35.1,54.4,22.3,2
36.4,31.5,88.0,7.1,1
43.6,37.5,27.8,11.0,2
44.3,36.6,57.0,7.9,2
39.6,31.6,34.1,9.3,1
44.7,40.5,23.3,15.4,2
27.6,25.1,64.2,19.5,0
44.3,42.0,32.5,0.3,2
40.2,31.5,66.5,1.4,2
47.3,39.2,79.3,9.3,2
46.3,39.7,24.3,16.9,2
40.5,34.6,28.3,2.8,2
31.7,24.4,62.7,20.1,0
29.0,26.1,53.3,2.0,0
37.9,32.8,85.4,24.4,1
28.7,19.4,27.3,13.9,0
41.2,31.5,22.4,23.0,2
34.6,31.6,64.4,11.8,0
32.4,29.9,53.8,17.7,0
47.8,40.0,78.5,8.6,2
32.5,23.2,89.0,24.0,0
46.5,44.0,43.8,14.7,2
35.4,33.3,41.1,15.5,0
33.7,27.0,33.5,17.3,0
34.5,26.4,48.8,7.7,0
35.0,25.1,51.3,7.4,0
30.2,21.7,76.2,21.2,0
25.0,22.9,26.1,9.1,0
34.9,28.6,76.5,16.3,0
40.3,37.1,63.8,17.0,2
37.1,32.1,77.6,5.2,1
26.6,23.0,30.5,23.7,0
31.9,29.4,39.2,14.6,0
42.1,34.7,44.2,0.6,2
25.4,17.6,87.4,18.4,0
26.9,21.1,22.7,22.2,0
48.5,43.2,62.1,6.4,2
43.3,36.2,74.6,5.1,2
47.9,38.6,22.4,15.5,2
39.6,36.5,50.0,23.8,1
47.6,39.8,72.7,24.1,2
31.6,25.4,21.8,15.3,0
27.5,23.9,65.3,9.1,0
48.2,39.0,46.8,5.3,2
39.2,35.0,30.6,6.1,1
48.8,41.9,42.2,24.9,2
28.4,22.8,45.3,18.7,0
28.0,25.9,80.4,15.2,0
42.7,40.5,72.0,3.5,2
44.2,41.5,34.8,22.1,2
35.7,32.7,73.1,2.8,0
30.3,27.7,65.9,4.2,0
34.1,27.4,59.9,12.3,0
35.0,30.5,60.1,0.2,0
40.5,31.2,53.1,15.3,2
47.9,39.1,36.0,24.6,2
33.2,24.1,71.2,9.0,0
27.1,20.0,44.7,4.2,0
43.9,40.7,70.4,18.0,2
49.5,45.1,64.4,19.3,2
43.0,40.9,68.4,14.4,2
27.6,23.9,66.6,2.3,0
45.8,40.2,57.2,15.2,2
29.3,23.6,29.0,7.1,0
38.7,35.2,26.8,4.9,1
28.3,22.2,34.8,10.8,0
41.1,36.2,68.7,25.0,2
41.5,36.6,81.5,3.5,2
42.9,34.7,29.7,3.5,2
29.0,22.4,51.7,21.8,0
43.1,36.3,72.2,4.0,2
31.3,23.6,89.9,23.3,0
44.4,42.0,57.9,11.9,2
40.3,32.5,52.6,17.4,2
36.1,28.6,39.1,1.9,0
33.6,28.3,66.7,0.8,0
42.3,33.7,44.5,4.4,2
31.2,22.2,40.9,6.7,0
38.4,30.3,70.9,3.0,1
48.8,41.7,84.3,18.8,2
41.3,36.1,53.8,23.1,2
31.6,22.7,58.1,3.0,0
33.1,26.7,83.8,10.6,0
33.7,29.4,27.2,10.7,0
29.3,19.5,33.7,20.8,0
36.1,27.1,62.9,7.1,1
48.2,39.5,56.3,14.6,2
28.2,19.2,32.0,13.0,0
43.9,41.7,36.6,8.1,2
35.6,26.7,23.6,24.5,0
46.4,40.5,21.5,11.8,2
37.6,27.6,55.1,22.4,0
29.3,19.6,77.9,8.9,0
40.7,30.7,69.2,14.8,2
44.2,35.7,44.2,6.5,2
39.1,30.8,71.1,12.2,1
44.5,35.5,79.2,14.5,2
29.2,19.9,21.1,16.8,0
29.2,23.0,59.3,19.9,0
46.1,42.8,60.1,19.7,2
45.7,42.9,37.3,19.7,2
42.3,38.2,37.5,5.3,2
35.8,26.1,32.5,4.3,0
26.2,16.3,65.4,11.8,0
25.8,17.7,74.1,2.6,0
27.6,20.4,82.7,13.6,0
28.7,21.8,55.4,22.3,0
39.1,33.7,77.5,4.0,1
41.9,36.2,28.2,9.0,2
44.5,35.6,80.2,10.4,2
34.6,24.9,87.5,14.6,0
43.0,40.7,40.3,7.0,2
27.7,24.0,27.7,24.8,0
47.5,39.3,40.7,23.0,2
43.0,35.0,28.8,8.6,2
41.8,37.1,21.5,2.6,2
32.9,27.5,55.4,13.0,0
30.1,26.2,68.9,24.6,0
48.3,43.8,57.9,16.5,2
40.7,31.3,41.9,23.5,2
41.4,32.9,77.6,20.5,2
42.2,39.4,67.1,23.1,2
39.9,37.1,76.2,2.0,1
39.5,33.1,80.9,12.4,1
26.1,24.0,62.0,2.1,0
41.1,37.1,23.3,9.2,2
30.5,27.0,83.2,15.6,0
27.9,25.3,32.6,6.6,0
48.9,45.0,26.1,8.0,2
49.1,46.5,65.2,10.8,2
31.2,28.6,88.8,16.2,0
41.7,36.0,24.0,2.7,2
33.6,24.7,83.1,2.9,0
46.1,41.7,73.2,15.5,2
33.5,25.5,69.7,2.9,0
28.7,24.4,42.8,14.5,0
27.9,19.6,47.6,9.7,0
32.6,23.6,35.6,5.5,0
36.3,28.4,89.4,18.6,1
42.5,37.0,24.1,2.9,2
27.7,24.9,37.4,4.1,0
31.8,24.0,31.1,8.7,0
31.6,29.0,77.6,7.9,0
41.7,36.5,65.9,3.0,2
39.5,33.5,66.5,21.5,1
26.6,20.2,27.9,7.1,0
31.0,25.6,83.2,1.0,0
41.0,32.7,45.7,17.8,2
38.3,33.1,22.0,24.9,1
40.4,30.8,23.3,22.0,2
25.8,15.9,61.1,10.0,0
38.5,33.3,69.1,4.7,1
49.3,46.4,26.0,11.8,2
49.0,40.3,75.9,7.2,2
44.1,40.7,36.6,1.2,2
33.7,26.4,77.3,14.2,0
41.4,34.8,21.4,2.9,2
34.4,25.3,60.3,11.0,0
34.4,25.2,76.3,24.8,0
40.1,36.8,21.8,9.6,2
30.4,24.4,60.5,8.8,0
33.9,28.2,61.6,2.1,0
34.1,30.8,50.4,18.3,0
33.3,30.4,87.5,6.4,0
36.6,30.6,75.5,19.2,1
35.3,29.6,71.2,0.2,0
40.7,37.1,71.9,21.8,2
49.8,45.5,67.0,4.4,2
27.0,20.7,64.0,5.4,0
37.3,33.5,28.4,18.5,0
28.2,25.9,32.1,8.4,0
38.3,29.2,65.3,17.9,1
40.5,31.5,71.6,11.6,2
27.5,20.4,26.7,0.7,0
49.9,46.8,41.8,6.6,2
36.7,33.0,75.8,0.5,1
31.3,26.6,29.7,24.5,0
40.2,37.3,42.1,2.3,2
33.5,25.9,44.5,7.5,0
49.6,44.2,88.5,8.8,2
39.9,30.4,60.2,22.5,1
25.4,22.2,89.0,16.5,0
31.6,27.2,61.1,0.5,0
32.6,27.7,41.8,14.3,0
29.2,25.2,46.2,20.7,0
35.5,27.5,83.2,15.4,0
45.4,43.0,71.8,19.9,2
49.4,45.8,67.1,11.4,2
35.1,31.0,54.0,17.5,0
46.2,41.3,32.7,24.2,2
31.0,27.7,73.6,12.0,0
39.8,29.9,84.5,8.7,1
38.9,29.8,29.2,9.2,1
26.5,20.2,58.5,10.9,0
33.2,28.6,63.7,18.4,0
26.2,17.0,29.7,3.7,0
28.0,24.2,49.1,5.2,0
47.7,42.9,45.1,22.6,2
25.0,18.7,64.0,11.2,0
46.5,39.2,55.3,20.9,2
30.1,26.4,50.4,4.7,0
41.4,33.5,29.6,11.3,2
46.1,36.2,67.0,24.7,2
46.0,37.1,34.2,19.4,2
28.3,23.3,24.0,4.2,0
46.6,42.0,23.0,20.8,2
46.7,39.9,71.4,0.4,2
36.3,30.7,74.0,18.0,1
34.3,26.2,73.2,8.5,0
32.4,26.4,42.7,10.4,0
48.8,46.3,58.9,11.5,2
29.8,20.7,55.6,13.6,0
48.3,40.2,46.5,14.1,2
27.8,19.0,69.3,23.4,0
35.4,28.3,56.5,18.8,0
34.5,26.0,62.8,18.0,0
30.2,21.2,26.7,19.0,0
38.8,35.1,23.2,0.1,1
37.8,34.8,25.9,17.5,0
47.4,44.1,43.5,6.6,2
45.3,40.7,82.8,23.7,2
43.8,34.6,27.3,13.7,2
49.1,44.6,40.3,21.4,2
26.9,21.5,25.1,22.5,0
31.7,27.2,43.9,9.1,0
36.8,30.3,47.2,14.5,0
42.8,34.0,34.1,11.3,2
27.6,21.5,72.5,1.1,0
32.6,25.6,88.0,17.3,0
28.1,25.9,51.1,9.5,0
49.5,46.0,70.5,4.3,2
49.9,40.2,29.1,7.3,2
29.5,21.3,87.2,2.3,0
49.8,42.3,89.2,16.6,2
29.8,26.2,86.9,8.9,0
27.1,21.9,63.4,15.7,0
29.0,19.5,24.8,3.3,0
49.7,41.0,72.6,0.2,2
44.8,39.8,67.7,5.3,2
26.4,22.9,50.0,6.4,0
26.2,23.8,68.9,2.9,0
44.3,38.3,73.2,17.3,2
50.0,40.6,25.4,15.3,2
27.9,25.5,73.6,9.8,0
26.2,18.9,65.4,1.2,0
39.6,36.3,82.9,13.4,1
35.0,27.8,21.5,13.7,0
39.9,31.6,68.0,4.5,1
36.5,32.1,57.1,20.7,0
47.6,43.5,20.6,8.5,2
30.4,22.8,57.0,13.6,0
48.2,42.2,89.8,15.0,2
43.1,36.6,52.4,19.9,2
32.9,24.6,44.7,14.9,0
29.1,23.6,37.9,5.9,0
26.8,23.8,74.0,8.6,0
30.9,24.5,60.7,17.0,0
46.8,37.3,25.3,0.9,2
37.7,33.2,52.6,17.0,0
28.0,19.3,31.4,16.1,0
31.7,23.8,60.1,7.2,0
36.4,32.8,75.8,13.4,1
38.1,34.4,47.7,15.5,1
46.8,39.3,87.9,2.0,2
31.6,22.5,45.8,3.5,0
43.6,34.3,29.3,17.9,2
37.0,28.7,75.3,2.1,1
30.9,25.1,50.8,19.6,0
41.6,32.5,73.6,5.3,2
40.0,32.6,45.7,23.1,2
40.9,32.1,43.5,14.3,2
27.8,19.5,32.1,24.1,0
45.6,42.0,50.9,21.5,2
30.4,28.0,87.4,11.5,0
25.7,22.5,62.8,5.3,0
35.0,28.2,23.6,12.0,0
49.2,46.8,59.4,20.4,2
27.2,22.5,64.8,23.8,0
38.7,30.0,85.4,14.1,1
27.1,23.8,34.8,23.0,0
33.0,26.6,63.6,7.6,0
41.0,33.5,20.8,0.9,2
37.7,30.5,67.9,6.6,1
28.3,26.1,43.4,19.2,0
40.9,32.2,52.9,23.5,2
43.8,41.2,67.2,21.9,2
29.4,21.3,55.4,3.1,0
47.5,39.7,45.4,21.7,2
49.7,40.3,79.2,6.7,2
40.1,32.8,65.5,1.7,2
31.5,27.5,37.1,6.5,0
33.1,25.8,20.2,3.1,0
28.6,19.1,63.2,17.2,0
38.0,35.7,40.8,2.5,1
27.0,24.7,87.2,21.9,0
31.1,25.6,56.4,17.8,0
25.6,20.1,30.6,23.1,0
28.8,19.1,70.2,23.1,0
46.9,43.4,49.9,22.9,2
39.8,30.2,75.9,20.4,1
35.1,29.3,68.8,4.0,0
29.1,24.8,51.4,1.5,0
48.3,43.6,61.9,24.7,2
37.0,28.8,68.4,7.3,1
41.5,32.9,66.6,14.9,2
39.8,35.6,29.9,5.4,1
33.3,24.8,28.3,8.5,0
31.3,29.3,50.2,6.5,0
35.7,27.5,24.3,11.9,0
33.2,26.7,40.3,5.3,0
27.2,21.3,32.8,1.9,0
43.2,40.5,43.1,23.9,2
42.4,33.9,82.3,8.7,2
33.0,24.8,27.1,20.3,0
48.4,44.3,83.4,19.5,2
38.8,31.4,77.8,7.9,1
28.9,25.4,61.7,20.0,0
25.3,23.1,77.1,18.2,0
26.3,17.6,89.0,12.6,0
44.5,39.2,87.3,14.5,2
44.8,41.4,64.4,14.0,2
42.8,36.0,47.2,14.5,2
25.4,15.6,64.3,8.5,0
44.2,41.3,32.6,8.6,2
48.9,44.8,22.2,4.4,2
30.3,28.2,27.2,6.4,0
48.7,39.4,78.0,23.3,2
30.8,24.4,52.2,4.0,0
47.8,43.4,82.7,1.1,2
49.5,46.6,64.6,8.7,2
29.6,24.5,76.3,0.1,0
48.6,43.2,89.7,15.1,2
36.1,31.9,55.9,2.1,0
48.3,42.3,61.0,23.5,2
44.3,34.5,45.1,6.6,2
47.1,39.4,73.0,13.1,2
40.8,33.3,73.7,12.5,2
27.6,17.7,55.9,18.9,0
44.6,38.3,77.0,19.0,2
46.2,36.8,68.9,10.0,2
39.7,31.0,61.4,23.4,1
30.0,25.0,60.8,15.7,0
34.9,29.1,67.2,7.7,0
36.9,30.2,36.5,0.3,0
40.6,38.4,60.7,11.8,2
41.0,31.8,27.2,7.9,2
49.9,44.5,73.7,22.3,2
32.5,26.3,86.1,9.5,0
45.5,39.2,27.2,8.4,2
44.5,36.7,48.6,9.4,2
49.1,43.5,77.9,5.1,2
36.1,29.1,36.6,1.7,0
49.6,40.5,87.0,20.1,2
34.2,30.7,89.3,3.5,0
26.8,20.7,50.1,12.3,0
37.3,28.6,48.5,6.2,0
43.3,34.9,42.7,0.3,2
46.3,36.5,66.1,20.1,2
38.9,30.5,28.2,6.7,1
41.7,32.2,25.4,2.1,2
43.5,33.9,25.7,11.3,2
32.6,24.7,59.2,24.9,0
42.2,36.7,26.8,14.7,2
45.3,42.4,33.2,12.5,2
29.7,20.2,38.0,20.1,0
38.5,30.6,74.6,18.7,1
37.7,27.9,54.9,14.6,0
36.5,31.7,45.4,6.7,0
29.8,25.4,31.5,6.9,0
41.9,37.4,24.3,4.3,2
40.6,31.5,42.3,19.8,2
32.3,25.6,62.5,3.3,0
46.6,40.4,68.9,14.3,2
28.7,25.0,74.2,17.5,0
43.0,37.2,50.6,0.6,2
47.0,44.5,36.9,20.7,2
32.6,28.4,44.5,14.6,0
48.6,45.6,23.3,4.3,2
47.3,37.5,34.1,12.8,2
49.9,43.0,80.0,12.5,2
48.9,43.4,39.5,23.3,2
28.8,23.0,49.4,3.3,0
34.5,32.2,70.2,6.9,0
47.4,38.3,81.3,22.0,2
45.2,38.9,23.9,7.2,2
33.2,25.9,82.7,15.8,0
29.2,26.3,21.3,19.0,0
25.5,19.8,76.0,3.2,0
42.1,33.3,87.1,0.4,2
42.0,33.4,53.1,0.2,2
40.9,36.8,58.7,15.6,2
35.5,30.6,34.2,15.2,0
28.7,26.4,28.5,12.9,0
27.6,22.6,34.3,23.8,0
45.5,42.0,74.2,22.6,2
42.9,34.1,31.6,3.6,2
32.6,23.7,25.0,19.2,0
34.8,25.3,35.0,13.1,0
41.1,31.8,73.0,14.6,2
39.9,34.2,66.9,24.8,1
29.1,24.6,33.4,4.4,0
48.5,40.9,72.8,24.7,2
28.0,22.7,51.1,1.1,0
42.7,38.8,48.0,3.7,2
47.9,38.8,65.0,11.2,2
43.8,36.4,86.1,21.4,2
27.0,19.1,66.3,20.6,0
31.4,22.5,53.5,17.9,0
46.8,44.8,83.6,23.0,2
40.9,38.9,76.1,19.3,2
29.1,20.5,44.0,17.1,0
36.3,26.6,54.4,12.9,0
45.1,40.3,56.7,19.6,2
35.9,28.1,35.6,18.4,0
43.8,40.9,89.3,10.0,2
25.1,20.3,58.6,0.0,0
48.8,42.7,86.8,18.7,2
34.5,30.6,86.8,8.9,0
38.0,35.2,86.8,18.2,1
47.8,40.3,78.8,5.7,2
33.3,25.1,34.8,19.1,0
39.7,30.0,37.3,18.1,1
49.8,44.5,87.3,19.5,2
26.4,19.9,71.2,17.0,0
36.5,32.6,86.6,4.2,1
48.5,45.6,28.4,18.6,2
47.5,41.2,64.2,3.9,2
38.5,35.6,75.8,8.8,1
29.0,24.3,72.8,8.2,0
27.9,21.5,37.2,24.3,0
28.8,19.4,79.6,17.3,0
48.6,39.1,51.2,16.0,2
33.3,26.5,52.2,7.4,0
31.2,22.1,82.3,11.3,0
32.6,25.0,68.4,19.7,0
44.8,39.3,23.0,17.7,2
48.7,44.3,54.2,12.3,2
47.4,43.3,56.1,5.9,2
45.3,43.1,88.9,14.4,2
28.4,23.8,71.1,24.5,0
25.2,17.0,41.2,22.5,0
37.0,34.8,74.6,17.7,1
44.8,34.9,76.6,15.4,2
29.9,26.1,36.1,23.6,0
48.4,39.9,45.8,5.1,2
45.7,37.7,71.5,2.7,2
48.3,42.9,75.7,0.7,2
44.4,38.8,56.0,21.5,2
47.7,42.1,74.0,13.5,2
42.5,37.1,89.2,11.6,2
28.5,19.9,60.8,21.9,0
37.0,27.3,61.3,22.7,1
30.9,27.3,66.4,21.1,0
34.9,31.9,26.6,1.0,0
29.5,21.7,50.0,11.5,0
35.4,26.9,22.8,5.6,0
26.6,19.7,24.7,14.3,0
31.4,24.6,22.7,16.2,0
42.5,40.1,72.5,21.2,2
45.5,37.7,39.2,1.6,2
38.6,29.3,27.4,6.6,1
29.2,25.4,32.3,8.4,0
36.5,26.6,27.2,12.6,0
26.2,20.1,43.6,7.5,0
46.4,36.5,31.3,18.3,2
48.2,45.6,32.6,17.3,2
45.8,37.1,68.1,21.1,2
29.2,25.4,71.1,23.3,0
41.7,33.6,80.6,17.5,2
30.5,21.1,47.0,24.0,0
30.8,22.1,52.3,18.9,0
44.9,38.4,52.6,11.7,2
41.3,35.4,39.3,0.7,2
29.7,27.1,86.7,23.0,0
33.3,30.5,40.1,19.0,0
26.5,19.6,57.7,6.5,0
41.2,38.8,74.7,14.9,2
37.2,30.7,40.3,24.4,0
44.7,39.6,59.5,19.1,2
37.0,28.6,73.8,8.1,1
43.9,38.7,84.0,24.7,2
47.7,38.4,20.9,0.8,2
46.2,40.0,36.6,21.9,2
49.8,43.9,88.6,18.3,2
30.1,25.2,24.9,13.5,0
42.0,32.4,83.8,4.6,2
26.4,20.5,63.7,5.8,0
41.9,33.1,88.1,6.5,2
32.3,25.2,66.2,8.8,0
49.2,45.4,83.9,23.7,2
36.1,33.4,69.6,20.9,1
32.3,28.6,77.2,18.2,0
36.5,33.0,51.9,0.6,0
48.1,42.6,51.5,19.3,2
43.6,34.6,20.4,19.3,2
28.0,21.8,62.6,13.3,0
29.1,22.8,26.0,14.0,0
32.9,28.7,80.0,21.0,0
30.1,20.3,54.5,21.5,0
37.3,27.6,24.9,12.5,0
26.9,24.5,86.0,22.5,0
30.4,26.8,87.5,19.7,0
27.8,21.3,25.2,4.3,0
47.6,39.0,69.7,18.9,2
43.4,38.3,33.4,10.5,2
44.9,41.1,80.6,7.3,2
37.2,28.6,57.9,22.1,0
37.5,27.7,82.6,21.7,1
33.9,29.4,24.1,6.6,0
29.7,24.2,24.9,3.9,0
44.0,35.0,40.4,22.9,2
34.9,28.3,83.8,16.5,0
37.8,28.0,88.0,12.3,1
39.9,32.1,63.1,5.4,1
49.8,42.6,34.9,10.4,2
47.3,41.5,76.2,13.3,2
32.6,27.8,69.9,18.4,0
37.4,32.3,89.9,2.5,1
32.3,24.9,63.7,0.1,0
43.0,35.2,63.5,10.7,2
31.2,25.3,26.4,14.2,0
26.0,23.5,57.8,18.8,0
33.7,30.1,60.7,5.4,0
31.3,28.8,26.9,20.9,0
34.1,25.5,51.7,20.3,0
40.2,34.0,29.7,24.1,2
33.5,29.8,66.1,8.0,0
28.2,19.6,63.2,22.4,0
45.3,40.6,82.0,4.6,2
36.9,29.9,81.6,16.9,1
39.3,32.2,42.0,0.3,1
42.0,35.6,42.2,3.3,2
31.3,24.7,87.7,3.7,0
40.5,34.0,53.9,4.8,2
25.3,18.8,82.6,10.2,0
38.6,31.8,32.7,18.9,1
40.5,32.9,62.6,14.5,2
46.4,36.7,34.6,18.0,2
29.2,26.9,27.8,9.8,0
38.3,30.1,24.8,15.9,1
44.2,36.7,21.8,17.9,2
39.9,37.2,62.8,9.6,1
25.5,22.1,72.3,7.0,0
32.5,30.4,39.0,4.5,0
28.2,20.0,43.0,10.0,0
42.7,33.8,61.5,24.4,2
47.6,38.2,54.1,7.5,2
48.5,42.6,48.4,10.4,2
31.1,25.4,23.2,13.5,0
34.8,25.1,20.4,23.6,0
46.2,38.0,66.9,2.6,2
34.4,25.9,50.6,10.6,0
46.7,43.8,22.3,16.8,2
31.6,24.7,84.7,1.9,0
47.1,40.7,61.4,9.9,2
44.2,37.5,23.5,13.4,2
40.2,34.1,89.8,12.6,2
33.0,30.1,61.3,16.7,0
49.9,47.3,78.7,10.6,2
35.5,30.6,63.7,8.3,0
27.6,22.0,72.6,12.7,0
36.1,31.3,69.4,4.9,1
29.5,23.3,51.7,12.7,0
33.1,25.6,40.0,11.9,0
42.0,32.2,22.8,19.2,2
44.9,40.8,58.6,12.7,2
29.8,24.1,46.1,10.4,0
43.8,39.6,85.0,21.3,2
42.7,35.1,88.2,1.8,2
45.6,39.0,30.5,11.3,2
47.8,45.3,44.1,23.6,2
34.6,27.7,82.1,15.6,0
38.4,32.8,77.6,3.1,1
49.7,44.4,21.9,14.0,2
31.4,23.3,27.1,18.0,0
44.3,41.7,84.8,1.0,2
49.4,42.6,41.6,19.5,2
46.6,38.5,43.4,17.4,2
38.5,32.6,34.1,20.1,1
30.7,21.4,60.7,16.3,0
33.9,26.2,42.7,14.4,0
29.1,25.5,87.3,4.3,0
25.2,22.7,47.6,10.9,0
30.2,24.2,51.4,17.4,0
27.2,21.7,21.5,21.1,0
48.3,38.3,21.4,22.4,2
43.7,36.9,79.4,11.7,2
25.3,21.1,77.7,19.9,0
32.7,27.7,69.3,22.3,0
34.8,32.6,86.7,17.4,0
44.5,37.2,30.3,18.3,2
44.1,41.5,31.3,1.6,2
27.1,18.2,81.4,2.9,0
48.9,41.9,52.0,24.7,2
49.5,40.8,53.7,24.0,2
36.6,29.8,47.6,2.9,0
29.2,20.3,72.7,4.7,0
38.3,29.1,66.8,19.1,1
36.9,32.3,28.1,11.5,0
47.9,40.3,47.7,13.5,2
32.4,26.9,46.3,14.4,0
37.2,29.8,51.9,19.0,0
48.0,38.7,29.2,5.1,2
27.9,20.4,67.8,6.8,0
37.5,28.9,78.6,7.2,1
41.0,37.7,87.7,5.5,2
33.7,26.1,46.6,14.0,0
43.4,39.0,57.0,14.4,2
29.7,27.3,62.7,11.3,0
46.8,38.4,65.3,11.1,2
34.8,26.1,56.8,17.4,0
48.5,44.7,48.9,22.2,2
34.2,27.0,66.6,0.4,0
28.5,23.8,67.0,14.2,0
27.0,24.4,61.4,14.7,0
28.2,19.8,83.1,14.4,0
30.9,21.0,74.2,9.7,0
31.8,27.6,24.1,19.8,0
40.6,32.9,37.9,16.9,2
39.7,30.5,41.9,19.3,1
26.8,17.9,64.8,5.1,0
38.6,32.4,64.2,1.8,1
45.9,41.0,21.6,7.2,2
28.3,19.4,84.2,20.1,0
25.2,17.4,57.9,15.2,0
33.8,24.5,82.9,13.2,0
38.8,31.3,32.3,16.9,1
33.3,26.7,69.3,9.6,0
28.6,19.9,23.9,18.7,0
33.1,25.2,76.4,11.5,0
25.4,23.1,46.8,5.4,0
43.3,38.3,68.9,20.2,2
35.3,29.9,22.3,24.7,0
45.8,37.8,56.1,12.3,2
42.9,35.5,56.7,19.4,2
44.5,40.3,86.3,15.8,2
39.4,36.5,82.0,2.1,1
46.9,42.0,23.8,11.6,2
25.6,18.0,33.7,0.2,0
48.7,41.9,52.4,6.2,2
29.3,22.0,58.2,11.5,0
43.2,35.0,36.4,17.4,2
34.9,31.2,80.6,8.4,0
35.6,31.9,41.3,5.3,0
30.9,26.9,71.8,22.4,0
